epoch,train_loss,val_loss,grad_norm,duration_sec
101,0.001940,0.002254,0.0265,6385.37
102,0.001910,0.002242,0.0363,6386.31
103,0.001949,0.002267,0.0355,8504.19
104,0.001903,0.002304,0.0323,9140.49
105,0.001867,0.002254,0.0207,8951.89
106,0.001814,0.002318,0.0321,7963.43
107,0.001934,0.002250,0.0439,5486.87
108,0.001881,0.002624,0.0397,3126.98
109,0.001980,0.002275,0.0294,6399.72
110,0.001885,0.002295,0.0289,6402.06
111,0.001892,0.002252,0.0264,7591.08
112,0.001928,0.002329,0.0298,8206.81
